GeneId,GeneName,Chromosome,Strand,GeneStart,GeneEnd,KaryotypeBand,Synonyms
ENSG00000177830,CHID1,11,-1,867859,915058,p15.5,HGNC:28474
ENSG00000183020,AP2A2,11,1,924894,1012245,p15.5,HGNC:562
ENSG00000222561,RNU6-1025P,11,1,948421,948524,p15.5,HGNC:47988
ENSG00000184956,MUC6,11,-1,1012823,1036718,p15.5,HGNC:7517
ENSG00000254872,LINC02688,11,1,1049880,1055749,p15.5,HGNC:54184
ENSG00000198788,MUC2,11,1,1074875,1110511,p15.5,HGNC:7512
ENSG00000215182,MUC5AC,11,1,1157953,1201138,p15.5,HGNC:7515
ENSG00000117983,MUC5B,11,1,1223066,1262172,p15.5,HGNC:7516
ENSG00000255177,MUC5B-AS1,11,-1,1242261,1249676,p15.5,HGNC:53936
ENSG00000275669,MIR6744,11,1,1256605,1256670,p15.5,HGNC:50051
ENSG00000078902,TOLLIP,11,-1,1274371,1309654,p15.5,HGNC:16476
ENSG00000255153,TOLLIP-DT,11,1,1309769,1310707,p15.5,HGNC:27403
ENSG00000285985,LINC02689,11,1,1350359,1364286,p15.5,HGNC:54192
ENSG00000174672,BRSK2,11,1,1389899,1462689,p15.5,HGNC:11405
ENSG00000182208,MOB2,11,-1,1469457,1501247,p15.5,HGNC:24904
ENSG00000184545,DUSP8,11,-1,1554051,1572271,p15.5,HGNC:3074
ENSG00000233930,KRTAP5-AS1,11,1,1571353,1599184,p15.5,HGNC:27877
ENSG00000205869,KRTAP5-1,11,-1,1584342,1585283,p15.5,HGNC:23596
ENSG00000205867,KRTAP5-2,11,-1,1597177,1598294,p15.5,HGNC:23597
ENSG00000196224,KRTAP5-3,11,-1,1607565,1608463,p15.5,HGNC:23598
ENSG00000241598,KRTAP5-4,11,-1,1620958,1622138,p15.5,HGNC:23599
ENSG00000185940,KRTAP5-5,11,1,1629775,1630707,p15.5,HGNC:23601
ENSG00000205866,FAM99A,11,1,1665597,1667856,p15.5,HGNC:32368
ENSG00000205865,FAM99B,11,-1,1683269,1685629,p15.5,HGNC:32369
ENSG00000227306,LINC02708,11,1,1688297,1689056,p15.5,HGNC:54225
ENSG00000205864,KRTAP5-6,11,1,1697195,1697755,p15.5,HGNC:23600
ENSG00000244242,IFITM10,11,-1,1732406,1750595,p15.5,HGNC:40022
ENSG00000117984,CTSD,11,-1,1752752,1764573,p15.5,HGNC:2529
ENSG00000230980,RPL36AP39,11,1,1792553,1792870,p15.5,HGNC:36074
ENSG00000149043,SYT8,11,1,1828307,1837521,p15.5,HGNC:19264
ENSG00000130598,TNNI2,11,1,1838981,1841680,p15.5,HGNC:11946
ENSG00000130592,LSP1,11,1,1850904,1892267,p15.5,HGNC:6707
ENSG00000264493,MIR4298,11,-1,1859464,1859536,p15.5,HGNC:38313
ENSG00000284594,MIR7847,11,1,1880045,1880147,p15.5,HGNC:50153
ENSG00000283787,PRR33,11,-1,1888078,1891895,p15.5,HGNC:35118
ENSG00000229671,LINC01150,11,1,1897015,1908656,p15.5,HGNC:49469
ENSG00000130595,TNNT3,11,1,1919703,1938706,p15.5,HGNC:11950
ENSG00000214026,MRPL23,11,1,1947278,1984522,p15.5,HGNC:10322
ENSG00000226416,MRPL23-AS1,11,-1,1983237,1989920,p15.5,HGNC:42812
ENSG00000232987,LINC01219,11,1,1991096,1993670,p15.5,HGNC:49653
ENSG00000130600,H19,11,-1,1995176,2001470,p15.5,HGNC:4713
ENSG00000284010,MIR675,11,-1,1996759,1996831,p15.5,HGNC:33351
ENSG00000167244,IGF2,11,-1,2129112,2141238,p15.5,HGNC:5466
ENSG00000129965,INS-IGF2,11,-1,2132538,2161209,p15.5,HGNC:33527
ENSG00000207805,MIR483,11,-1,2134134,2134209,p15.5,HGNC:32340
ENSG00000099869,IGF2-AS,11,1,2140501,2148666,p15.5,HGNC:14062
ENSG00000254647,INS,11,-1,2159779,2161221,p15.5,HGNC:6081
ENSG00000180176,TH,11,-1,2163929,2171815,p15.5,HGNC:11782
ENSG00000265258,MIR4686,11,1,2173063,2173138,p15.5,HGNC:41601
ENSG00000183734,ASCL2,11,-1,2268498,2270588,p15.5,HGNC:739
ENSG00000110665,C11orf21,11,-1,2295628,2303049,p15.5,HGNC:13231
ENSG00000064201,TSPAN32,11,1,2301997,2318204,p15.5,HGNC:13410
ENSG00000207308,RNU6-878P,11,1,2321718,2321827,p15.5,HGNC:47841
ENSG00000238184,CD81-AS1,11,-1,2328749,2377992,p15.5,HGNC:49384
ENSG00000236264,RPL26P30,11,-1,2335135,2347685,p15.5,HGNC:36733
ENSG00000110651,CD81,11,1,2376177,2397397,p15.5,HGNC:1701
ENSG00000184281,TSSC4,11,1,2400488,2403878,p15.5,HGNC:12386
ENSG00000070985,TRPM5,11,-1,2404515,2423045,p15.5,HGNC:14323
ENSG00000053918,KCNQ1,11,1,2444684,2849105,p15.4,HGNC:6294
ENSG00000269821,KCNQ1OT1,11,-1,2608328,2699994,p15.5,HGNC:6295
ENSG00000236041,COX6CP18,11,1,2771356,2771577,p15.5,HGNC:49370
ENSG00000229414,KCNQ1-AS1,11,-1,2840135,2861568,p15.4,HGNC:42790
ENSG00000237941,KCNQ1DN,11,1,2870033,2872105,p15.4,HGNC:13335
ENSG00000129757,CDKN1C,11,-1,2883213,2885775,p15.4,HGNC:1786
ENSG00000254827,SLC22A18AS,11,-1,2887344,2903575,p15.4,HGNC:10965
ENSG00000110628,SLC22A18,11,1,2899721,2925246,p15.4,HGNC:10964
ENSG00000181649,PHLDA2,11,-1,2928273,2929420,p15.4,HGNC:12385
ENSG00000205531,NAP1L4,11,-1,2944431,2992377,p15.4,HGNC:7640
ENSG00000207008,SNORA54,11,-1,2963771,2963893,p15.4,HGNC:32647
ENSG00000110619,CARS1,11,-1,3000922,3057613,p15.4,HGNC:1493
ENSG00000247473,CARS1-AS1,11,1,3029009,3041260,p15.4,HGNC:40125
ENSG00000201616,RNU1-91P,11,-1,3048359,3048521,p15.4,HGNC:48433
ENSG00000021762,OSBPL5,11,-1,3087107,3166739,p15.4,HGNC:16392
ENSG00000182170,MRGPRG,11,-1,3217944,3218813,p15.4,HGNC:24829
ENSG00000236301,MRGPRG-AS1,11,1,3218332,3223131,p15.4,HGNC:26691
ENSG00000184350,MRGPRE,11,-1,3225030,3232417,p15.4,HGNC:30694
ENSG00000236987,NDUFA5P8,11,1,3276045,3276390,p15.4,HGNC:48850
ENSG00000232390,NDUFA5P1,11,1,3321862,3322202,p15.4,HGNC:7689
ENSG00000005801,ZNF195,11,-1,3339261,3379222,p15.4,HGNC:12986
ENSG00000223756,TSSC2,11,1,3380961,3408978,p15.4,HGNC:12384
ENSG00000189398,OR7E12P,11,-1,3390780,3391752,p15.4,HGNC:8383
ENSG00000166492,FAM86GP,11,-1,3410352,3422496,p15.4,HGNC:42358
ENSG00000255522,SNRPCP5,11,1,3531420,3531608,p15.4,HGNC:49820
ENSG00000237226,RPS3AP39,11,-1,3549745,3550519,p15.4,HGNC:35490
ENSG00000223688,RPS24P14,11,1,3559657,3560022,p15.4,HGNC:35744
ENSG00000238161,OR7E117P,11,-1,3599595,3600706,p15.4,HGNC:15303
ENSG00000182048,TRPC2,11,1,3609901,3637559,p15.4,HGNC:12334
ENSG00000167311,ART5,11,-1,3638512,3642316,p15.4,HGNC:24049
ENSG00000129744,ART1,11,1,3645128,3664416,p15.4,HGNC:723
ENSG00000129749,CHRNA10,11,-1,3665587,3671384,p15.4,HGNC:13800
ENSG00000110713,NUP98,11,-1,3671083,3797792,p15.4,HGNC:8068
ENSG00000251934,RNU6-1143P,11,-1,3714772,3714875,p15.4,HGNC:48106
ENSG00000238304,RNU7-50P,11,1,3781395,3781456,p15.4,HGNC:34146
ENSG00000148985,PGAP2,11,1,3797724,3826371,p15.4,HGNC:17893
ENSG00000177105,RHOG,11,-1,3826978,3840959,p15.4,HGNC:672
ENSG00000228661,STIM1-AS1,11,-1,3854318,3855509,p15.4,HGNC:40568
ENSG00000167323,STIM1,11,1,3854527,4093210,p15.4,HGNC:11386
ENSG00000284525,MIR4687,11,1,3856062,3856141,p15.4,HGNC:41712
ENSG00000230593,PPIAP40,11,-1,3892398,3892887,p15.4,HGNC:53664
ENSG00000255141,HNRNPA1P76,11,-1,3972881,3974237,p15.4,HGNC:48806
ENSG00000240385,RPS29P20,11,1,4018948,4019118,p15.4,HGNC:36491
ENSG00000167325,RRM1,11,1,4094707,4138932,p15.4,HGNC:10451
ENSG00000255276,RRM1-AS1,11,-1,4137116,4138257,p15.4,HGNC:40512
ENSG00000231548,OR55B1P,11,-1,4146112,4151104,p15.4,HGNC:15241
ENSG00000254480,LINC02749,11,1,4179675,4202663,p15.4,HGNC:54268
ENSG00000255387,RDXP1,11,-1,4210354,4212091,p15.4,HGNC:9945
ENSG00000284018,SSU72P5,11,1,4233288,4233872,p15.4,HGNC:43624
ENSG00000284306,SSU72P2,11,-1,4242056,4242640,p15.4,HGNC:43621
ENSG00000236175,SSU72P6,11,1,4278705,4279192,p15.4,HGNC:43625
ENSG00000283873,SSU72P4,11,-1,4287499,4288083,p15.4,HGNC:43623
ENSG00000284546,SSU72P3,11,1,4329865,4330449,p15.4,HGNC:43622
ENSG00000284438,SSU72P7,11,-1,4338660,4339244,p15.4,HGNC:43626
ENSG00000221996,OR52B4,11,-1,4367263,4368386,p15.4,HGNC:15209
ENSG00000175800,OR52B3P,11,1,4378282,4379209,p15.4,HGNC:15208
ENSG00000132109,TRIM21,11,-1,4384897,4393702,p15.4,HGNC:11312
ENSG00000225101,OR52K3P,11,1,4393783,4476361,p15.4,HGNC:15224
ENSG00000237272,OR51R1P,11,1,4418060,4419011,p15.4,HGNC:15203
ENSG00000171999,OR52P2P,11,-1,4431323,4432277,p15.4,HGNC:15233
ENSG00000181963,OR52K2,11,1,4449295,4450361,p15.4,HGNC:15223
ENSG00000196778,OR52K1,11,1,4482646,4493497,p15.4,HGNC:15222
ENSG00000226616,OR52M2P,11,-1,4514966,4515924,p15.4,HGNC:15226
ENSG00000197790,OR52M1,11,1,4545191,4546144,p15.4,HGNC:15225
ENSG00000171987,C11orf40,11,-1,4571423,4577820,p15.4,HGNC:23986
ENSG00000226288,OR52I2,11,1,4581743,4593340,p15.4,HGNC:15221
ENSG00000232268,OR52I1,11,1,4593750,4595013,p15.4,HGNC:15220
ENSG00000167333,TRIM68,11,-1,4598672,4608231,p15.4,HGNC:21161
ENSG00000197428,OR51D1,11,1,4637477,4643060,p15.4,HGNC:15193
ENSG00000180785,OR51E1,11,1,4643420,4655488,p15.4,HGNC:15194
ENSG00000180723,OR51A9P,11,-1,4660853,4661763,p15.4,HGNC:15190
ENSG00000167332,OR51E2,11,-1,4680171,4697854,p15.4,HGNC:15195
ENSG00000197674,OR51C1P,11,-1,4690423,4697831,p15.4,HGNC:15191
ENSG00000167346,MMP26,11,1,4704784,4992429,p15.4,HGNC:14249
ENSG00000272634,OR51F5P,11,1,4709569,4712421,p15.4,HGNC:31283
ENSG00000272664,OR51C4P,11,1,4718612,4719559,p15.4,HGNC:31280
ENSG00000271602,KRT8P49,11,-1,4722740,4724171,p15.4,HGNC:48345
ENSG00000272559,OR51F3P,11,-1,4736178,4737078,p15.4,HGNC:31281
ENSG00000273051,OR51F4P,11,-1,4752046,4752944,p15.4,HGNC:31282
ENSG00000280021,OR51F1,11,-1,4768979,4769917,p15.4,HGNC:15196
ENSG00000176951,OR51N1P,11,1,4786754,4787705,p15.4,HGNC:14757
ENSG00000231070,OR52Y1P,11,-1,4793778,4795284,p15.4,HGNC:15240
ENSG00000279270,OR52R1,11,-1,4803433,4804380,p15.4,HGNC:15235
ENSG00000176925,OR51F2,11,1,4821321,4822456,p15.4,HGNC:15197
ENSG00000197984,OR51A8P,11,1,4830175,4833072,p15.4,HGNC:15189
ENSG00000176922,OR51S1,11,-1,4848237,4849208,p15.4,HGNC:15204
ENSG00000176904,OR51H1,11,-1,4859610,4863652,p15.4,HGNC:14833
ENSG00000198217,OR51H2P,11,1,4871717,4878117,p15.4,HGNC:15199
ENSG00000176900,OR51T1,11,1,4881819,4882883,p15.4,HGNC:15205
ENSG00000197023,OR51A6P,11,-1,4889593,4890596,p15.4,HGNC:15187
ENSG00000176895,OR51A7,11,1,4903783,4909462,p15.4,HGNC:15188
ENSG00000176893,OR51G2,11,-1,4912588,4919350,p15.4,HGNC:15198
ENSG00000278870,OR51G1,11,-1,4923374,4924339,p15.4,HGNC:14738
ENSG00000227023,OR51A3P,11,-1,4937371,4938294,p15.4,HGNC:14794
ENSG00000205497,OR51A4,11,-1,4942831,4947605,p15.4,HGNC:14795
ENSG00000205496,OR51A2,11,-1,4954772,4955713,p15.4,HGNC:14764
ENSG00000225003,OR51A5P,11,-1,4972943,4973884,p15.4,HGNC:14801
ENSG00000176798,OR51L1,11,1,4994851,5005536,p15.4,HGNC:14759
ENSG00000224300,OR51P1P,11,1,5015138,5016079,p15.4,HGNC:14762
ENSG00000230261,OR52J2P,11,1,5037013,5037951,p15.4,HGNC:14797
ENSG00000205495,OR52J3,11,1,5046526,5047461,p15.4,HGNC:14799
ENSG00000176787,OR52E2,11,-1,5058650,5059627,p15.4,HGNC:14769
ENSG00000273085,OR52E1,11,1,5069572,5070497,p15.4,HGNC:14766
ENSG00000237354,OR52S1P,11,-1,5076130,5077066,p15.4,HGNC:14805
ENSG00000226157,OR52E3P,11,1,5092676,5093611,p15.4,HGNC:14793
ENSG00000203560,OR52J1P,11,1,5104153,5105084,p15.4,HGNC:14760
ENSG00000205494,OR52A4P,11,-1,5120621,5124513,p15.4,HGNC:19579
ENSG00000171944,OR52A5,11,-1,5128776,5138356,p15.4,HGNC:19580
ENSG00000182070,OR52A1,11,-1,5146824,5154757,p15.4,HGNC:8318
ENSG00000176752,OR51A1P,11,-1,5170351,5171296,p15.4,HGNC:8316
ENSG00000176748,OR52Z1,11,-1,5177714,5178664,p15.4,HGNC:19596
ENSG00000176742,OR51V1,11,-1,5199735,5200682,p15.4,HGNC:19597
ENSG00000244734,HBB,11,-1,5225464,5229395,p15.4,HGNC:4827
ENSG00000223609,HBD,11,-1,5232678,5243657,p15.4,HGNC:4829
ENSG00000229988,HBBP1,11,-1,5241105,5243537,p15.4,HGNC:4828
ENSG00000260629,BGLT3,11,-1,5244554,5245546,p15.4,HGNC:49033
ENSG00000213934,HBG1,11,-1,5248269,5249857,p15.4,HGNC:4831
ENSG00000196565,HBG2,11,-1,5253188,5505605,p15.4,HGNC:4832
ENSG00000213931,HBE1,11,-1,5268345,5505652,p15.4,HGNC:4830
ENSG00000229093,OR51AB1P,11,-1,5291761,5292380,p15.4,HGNC:31278
ENSG00000183251,OR51B4,11,-1,5301014,5301946,p15.4,HGNC:14708
ENSG00000167355,OR51B5,11,-1,5303444,5505652,p15.4,HGNC:19599
ENSG00000223735,OR51B3P,11,-1,5314772,5315684,p15.4,HGNC:14706
ENSG00000279012,OR51B2,11,-1,5323359,5324297,p15.4,HGNC:14703
ENSG00000236359,OR51B8P,11,-1,5330592,5331360,p15.4,HGNC:31279
ENSG00000176239,OR51B6,11,1,5351508,5352446,p15.4,HGNC:19600
ENSG00000184698,OR51M1,11,1,5383812,5393263,p15.4,HGNC:14847
ENSG00000184321,OR51J1,11,1,5402597,5403547,p15.4,HGNC:14856
ENSG00000167360,OR51Q1,11,1,5422111,5423206,p15.4,HGNC:14851
ENSG00000248424,OR51K1P,11,-1,5430653,5431602,p15.4,HGNC:15202
ENSG00000167359,OR51I1,11,-1,5440570,5441514,p15.4,HGNC:15200
ENSG00000187918,OR51I2,11,1,5449323,5456518,p15.4,HGNC:15201
ENSG00000230484,OR51A10P,11,-1,5468486,5469422,p15.4,HGNC:15185
ENSG00000181609,OR52D1,11,1,5488685,5489749,p15.4,HGNC:15212
ENSG00000175520,UBQLN3,11,-1,5507300,5509958,p15.4,HGNC:12510
ENSG00000175518,UBQLNL,11,-1,5514393,5518431,p15.4,HGNC:28294
ENSG00000224295,OLFM5P,11,-1,5518441,5524955,p15.4,HGNC:51927
ENSG00000249633,OR52V1P,11,-1,5527277,5528174,p15.4,HGNC:15238
ENSG00000181616,OR52H1,11,-1,5544489,5548540,p15.4,HGNC:15218
ENSG00000248553,OR52H2P,11,-1,5551662,5552563,p15.4,HGNC:15219
ENSG00000231049,OR52B5P,11,1,5557096,5564327,p15.4,HGNC:15210
ENSG00000233646,OR52T1P,11,-1,5566678,5567616,p15.4,HGNC:15236
ENSG00000229534,HNRNPA1P53,11,-1,5571247,5572192,p15.4,HGNC:48783
ENSG00000187747,OR52B6,11,1,5580877,5581884,p15.4,HGNC:15211
ENSG00000121236,TRIM6,11,1,5596109,5612958,p15.4,HGNC:16277
ENSG00000258588,TRIM6-TRIM34,11,1,5596725,5644398,p15.4,HGNC:33440
ENSG00000258659,TRIM34,11,1,5619764,5644398,p15.4,HGNC:10063
ENSG00000132256,TRIM5,11,-1,5663195,5938619,p15.4,HGNC:16276
ENSG00000132274,TRIM22,11,1,5689697,5737089,p15.4,HGNC:16379
ENSG00000232381,OR52U1P,11,1,5719290,5720212,p15.4,HGNC:15237
ENSG00000181109,OR52P1P,11,1,5726502,5727464,p15.4,HGNC:15232
ENSG00000181023,OR56B1,11,1,5736448,5738523,p15.4,HGNC:15245
ENSG00000181074,OR52N4,11,1,5754243,5755958,p15.4,HGNC:15230
ENSG00000181017,OR56B2P,11,1,5761153,5767465,p15.4,HGNC:15246
ENSG00000181009,OR52N5,11,-1,5776165,5783355,p15.4,HGNC:15231
ENSG00000181001,OR52N1,11,-1,5786471,5791265,p15.4,HGNC:14853
ENSG00000236965,OR52N3P,11,1,5800364,5801297,p15.4,HGNC:15229
ENSG00000180988,OR52N2,11,1,5808924,5821483,p15.4,HGNC:15228
ENSG00000205409,OR52E6,11,-1,5840928,5841952,p15.4,HGNC:15215
ENSG00000183269,OR52E8,11,-1,5856674,5857734,p15.4,HGNC:15217
ENSG00000233563,OR52E7P,11,1,5873960,5874892,p15.4,HGNC:15216
ENSG00000180974,OR52E4,11,1,5880629,5887079,p15.4,HGNC:15213
ENSG00000277932,OR52E5,11,1,5893208,5902730,p15.4,HGNC:15214
ENSG00000277514,OR52Q1P,11,1,5903767,5904448,p15.4,HGNC:15234
ENSG00000184478,OR56A3,11,1,5938751,5951347,p15.4,HGNC:14786
ENSG00000188691,OR56A5,11,-1,5967177,5968494,p15.4,HGNC:14792
ENSG00000183313,OR52L1,11,-1,5985892,5986985,p15.4,HGNC:14785
ENSG00000254831,KRT18P58,11,-1,5993876,5994995,p15.4,HGNC:48885
ENSG00000183389,OR56A4,11,-1,5999445,6006946,p15.4,HGNC:14791
ENSG00000202147,RNA5SP329,11,1,6016996,6017114,p15.4,HGNC:43229
ENSG00000180934,OR56A1,11,-1,6019336,6034338,p15.4,HGNC:14781
ENSG00000255481,OR56A7P,11,-1,6045807,6046747,p15.4,HGNC:15244
ENSG00000262980,OR52L2P,11,-1,6057286,6058275,p15.4,HGNC:14788
ENSG00000234895,OR52X1P,11,-1,6066873,6067786,p15.4,HGNC:14790
ENSG00000180919,OR56B4,11,1,6107684,6108835,p15.4,HGNC:15248
ENSG00000180913,OR56B3P,11,1,6128610,6129556,p15.4,HGNC:15247
ENSG00000180909,OR52B1P,11,-1,6151641,6152549,p15.4,HGNC:15206
ENSG00000255307,OR52B2,11,-1,6169355,6170326,p15.4,HGNC:15207
ENSG00000175485,OR52W1,11,1,6199224,6200186,p15.4,HGNC:15239
ENSG00000180878,C11orf42,11,1,6205557,6211135,p15.4,HGNC:28541
ENSG00000051009,FHIP1B,11,-1,6211345,6234711,p15.4,HGNC:25378
ENSG00000132259,CNGA4,11,1,6234765,6244479,p15.4,HGNC:2152
ENSG00000110148,CCKBR,11,1,6259806,6272127,p15.4,HGNC:1571
ENSG00000170955,CAVIN3,11,-1,6318946,6320532,p15.4,HGNC:9400
ENSG00000166311,SMPD1,11,1,6390440,6394998,p15.4,HGNC:11120
ENSG00000166313,APBB1,11,-1,6395124,6419414,p15.4,HGNC:581
ENSG00000110169,HPX,11,-1,6431049,6442617,p15.4,HGNC:5171
ENSG00000110171,TRIM3,11,-1,6448613,6474459,p15.4,HGNC:10064
ENSG00000132254,ARFIP2,11,-1,6474683,6481479,p15.4,HGNC:17160
ENSG00000132286,TIMM10B,11,1,6481501,6484681,p15.4,HGNC:4022
ENSG00000179532,DNHD1,11,1,6497260,6593758,p15.4,HGNC:26532
ENSG00000132275,RRP8,11,-1,6595072,6603616,p15.4,HGNC:29030
ENSG00000166333,ILK,11,1,6603708,6610874,p15.4,HGNC:6040
ENSG00000166337,TAF10,11,-1,6606294,6612539,p15.4,HGNC:11543
ENSG00000166340,TPP1,11,-1,6612768,6619448,p15.4,HGNC:2073
ENSG00000166341,DCHS1,11,-1,6621330,6655809,p15.4,HGNC:13681
ENSG00000255390,DCHS1-AS1,11,1,6621451,6622322,p15.4,HGNC:40650
ENSG00000158042,MRPL17,11,-1,6680385,6683340,p15.4,HGNC:14053
ENSG00000254838,GVINP1,11,-1,6713536,6746439,p15.4,HGNC:25813
ENSG00000254781,GVINP2,11,1,6748131,6750324,p15.4,HGNC:38876
ENSG00000188124,OR2AG2,11,-1,6765626,6771976,p15.4,HGNC:15143
ENSG00000279486,OR2AG1,11,1,6783020,6791558,p15.4,HGNC:15142
ENSG00000184933,OR6A2,11,-1,6791736,6799689,p15.4,HGNC:15301
ENSG00000166363,OR10A5,11,1,6845683,6846636,p15.4,HGNC:15131
ENSG00000170790,OR10A2,11,1,6863057,6874717,p15.4,HGNC:8161
ENSG00000170782,OR10A4,11,1,6876625,6877619,p15.4,HGNC:15130
ENSG00000166368,OR2D2,11,-1,6891574,6892500,p15.4,HGNC:8244
ENSG00000178358,OR2D3,11,1,6921002,6921994,p15.4,HGNC:15146
ENSG00000149054,ZNF215,11,1,6926404,7001004,p15.4,HGNC:13007
ENSG00000149050,ZNF214,11,-1,6997085,7020346,p15.4,HGNC:13006
ENSG00000158077,NLRP14,11,1,7020479,7071526,p15.4,HGNC:22939
ENSG00000170748,RBMXL2,11,1,7088998,7091148,p15.4,HGNC:17886
ENSG00000221703,MIR302E,11,1,7234766,7234837,p15.4,HGNC:35348
ENSG00000170743,SYT9,11,1,7238778,7469043,p15.4,HGNC:19265
ENSG00000183801,OLFML1,11,1,7485388,7511377,p15.4,HGNC:24473
ENSG00000166387,PPFIBP2,11,1,7513298,7657127,p15.4,HGNC:9250
ENSG00000166394,CYB5R2,11,-1,7665100,7677222,p15.4,HGNC:24376
ENSG00000183378,OVCH2,11,-1,7689437,7706477,p15.4,HGNC:29970
ENSG00000176716,OR10AB1P,11,1,7726436,7729684,p15.4,HGNC:14804
ENSG00000227892,OR5P4P,11,1,7745990,7746906,p15.4,HGNC:15295
ENSG00000166408,OR5P1P,11,-1,7772890,7773814,p15.4,HGNC:14779
ENSG00000183303,OR5P2,11,-1,7795974,7796942,p15.4,HGNC:14783
ENSG00000182334,OR5P3,11,-1,7824818,7830840,p15.4,HGNC:14784
ENSG00000170688,OR5E1P,11,1,7848700,7849626,p15.4,HGNC:8342
ENSG00000252769,RNU6-943P,11,-1,7889182,7889279,p15.4,HGNC:47906
ENSG00000279000,OR10A6,11,-1,7924592,7931268,p15.4,HGNC:15132
ENSG00000170683,OR10A3,11,-1,7937171,7941708,p15.4,HGNC:8162
ENSG00000182261,NLRP10,11,-1,7957537,7965426,p15.4,HGNC:21464
ENSG00000175390,EIF3F,11,1,7970251,8001862,p15.4,HGNC:3275
ENSG00000254642,COX6CP5,11,1,7977481,7977708,p15.4,HGNC:42791
ENSG00000255420,CASC23,11,-1,8011278,8016520,p15.4,HGNC:50865
